Image_id,image_keypoints1,image_keypoints2,image_keypoints3,image_keypoints4,image_keypoints5,image_keypoints6,image_keypoints7,image_keypoints8,image_keypoints9,image_keypoints10,image_keypoints11,image_keypoints12,image_keypoints13,image_keypoints14,image_keypoints15,image_keypoints16,image_keypoints17,image_keypoints18,image_keypoints19,image_keypoints20,image_keypoints21,image_keypoints22,image_keypoints23,image_keypoints24,image_keypoints25,image_keypoints26,image_keypoints27,image_keypoints28,image_keypoints29,image_keypoints30,image_keypoints31,image_keypoints32,image_keypoints33,image_keypoints34,image_keypoints35,image_keypoints36,image_keypoints37,image_keypoints38,image_keypoints39,image_keypoints40,image_keypoints41,image_keypoints42,image_keypoints43,image_keypoints44,image_keypoints45,image_keypoints46,image_keypoints47,image_keypoints48,image_keypoints49,image_keypoints50,image_keypoints51,Image_label
0.0,358.75,155.0,0.99755859375,392.25,121.125,0.998046875,336.75,125.75,0.978515625,466.0,120.625,0.9853515625,317.25,122.375,0.21484375,553.0,297.0,0.97802734375,277.5,250.875,0.9619140625,543.5,543.0,0.8408203125,211.375,435.75,0.79150390625,345.75,587.0,0.751953125,191.0,484.75,0.72998046875,414.25,605.0,0.495361328125,241.5,576.0,0.481689453125,332.25,596.5,0.03607177734375,151.0,564.5,0.0294189453125,354.5,612.5,0.0077552795410156,272.5,601.5,0.006439208984375,1
587.0,368.5,123.3125,0.9912109375,373.5,114.5,0.91943359375,355.5,115.9375,0.98876953125,380.5,122.0625,0.10540771484375,335.5,127.6875,0.86279296875,363.5,183.625,0.91552734375,329.0,186.125,0.9619140625,379.5,253.0,0.6416015625,360.0,260.5,0.8974609375,427.25,277.5,0.5234375,421.5,281.25,0.81201171875,360.5,319.0,0.85791015625,334.25,327.5,0.8984375,423.25,378.0,0.452392578125,409.25,394.75,0.56982421875,422.5,476.75,0.15771484375,404.0,494.5,0.1961669921875,2
804.0,578.0,346.5,0.998046875,593.0,331.5,0.998046875,569.0,341.5,0.9814453125,635.5,342.0,0.95556640625,571.0,358.75,0.23583984375,618.0,412.25,0.96044921875,625.0,411.0,0.91357421875,562.0,507.25,0.923828125,568.0,496.0,0.62158203125,479.0,539.0,0.89697265625,500.0,521.5,0.57421875,577.0,586.0,0.89697265625,591.0,557.0,0.8486328125,393.25,599.0,0.8359375,493.25,470.5,0.73388671875,375.75,597.0,0.64990234375,421.25,548.0,0.587890625,2
312.0,464.5,368.0,0.99609375,503.75,287.5,0.9990234375,432.0,307.25,0.923828125,659.0,214.75,0.98486328125,434.0,279.75,0.0364990234375,859.0,521.5,0.7919921875,580.5,489.0,0.798828125,833.0,830.0,0.1221923828125,436.0,756.5,0.1104736328125,394.25,704.0,0.1431884765625,303.5,683.0,0.11029052734375,795.0,907.0,0.041839599609375,619.5,869.0,0.053314208984375,465.75,804.0,0.01812744140625,348.25,773.5,0.015960693359375,530.0,839.5,0.008514404296875,561.5,849.5,0.0080642700195312,2
508.0,489.25,223.875,0.99951171875,509.0,198.625,0.99365234375,462.5,197.75,0.99853515625,526.0,194.25,0.15673828125,401.0,185.25,0.81982421875,523.5,284.0,0.974609375,322.0,314.75,0.96240234375,566.5,466.5,0.8876953125,299.25,558.0,0.88037109375,557.5,500.0,0.8486328125,457.5,581.0,0.8896484375,534.5,599.0,0.8876953125,408.25,645.0,0.869140625,748.5,478.0,0.79345703125,708.0,515.0,0.8046875,925.0,626.5,0.5458984375,925.0,634.0,0.5615234375,1
556.0,295.0,95.75,0.990234375,297.0,85.75,0.6484375,283.75,86.625,0.994140625,291.5,89.625,0.012237548828125,252.25,91.875,0.86181640625,299.25,146.875,0.970703125,200.125,152.125,0.978515625,316.5,205.5,0.931640625,136.25,211.5,0.95947265625,321.0,257.5,0.91943359375,173.75,286.5,0.94775390625,255.0,293.75,0.984375,207.5,296.25,0.986328125,252.625,413.0,0.962890625,265.0,409.25,0.9697265625,167.25,464.5,0.87353515625,235.0,520.0,0.88525390625,0
640.0,440.5,331.75,0.982421875,452.5,318.0,0.9833984375,428.75,318.75,0.970703125,475.75,314.5,0.93408203125,416.5,317.0,0.6171875,499.25,370.5,0.96337890625,380.25,360.5,0.951171875,557.0,357.75,0.9169921875,311.75,391.25,0.86572265625,545.0,371.75,0.890625,311.5,381.25,0.8427734375,484.0,523.5,0.931640625,408.75,524.0,0.92236328125,552.0,489.0,0.7744140625,505.75,481.0,0.76171875,679.5,577.0,0.505859375,613.0,588.0,0.50341796875,2
673.0,391.75,183.5,0.9912109375,405.75,172.5,0.99365234375,393.0,171.0,0.178466796875,443.25,185.5,0.99609375,439.25,176.25,0.2193603515625,443.5,267.5,0.9814453125,472.25,252.75,0.95751953125,433.5,344.25,0.970703125,558.0,315.0,0.86474609375,355.5,325.25,0.94677734375,487.75,359.0,0.822265625,460.25,477.25,0.9912109375,496.25,470.5,0.9873046875,355.25,611.0,0.990234375,564.0,626.0,0.98486328125,291.5,780.5,0.94775390625,699.0,691.5,0.9365234375,2
830.0,299.25,234.0,0.99755859375,308.75,224.0,0.98876953125,286.25,225.5,0.9921875,323.25,236.25,0.82275390625,271.75,239.0,0.671875,359.5,307.25,0.96142578125,252.75,319.5,0.96533203125,409.0,386.0,0.92333984375,238.125,402.25,0.93505859375,362.0,361.5,0.908203125,229.75,457.5,0.9208984375,355.5,488.5,0.9794921875,284.5,493.5,0.9814453125,354.25,597.0,0.958984375,302.5,633.5,0.96533203125,336.5,629.5,0.88427734375,311.25,791.0,0.89111328125,1
863.0,458.5,55.75,0.0030403137207031,474.0,52.625,0.0023880004882812,441.5,51.5,0.0027046203613281,498.75,43.375,0.0038089752197265,414.75,76.0,0.0062179565429687,547.5,55.875,0.055816650390625,364.0,51.5,0.06304931640625,582.0,24.0,0.6611328125,323.5,22.0,0.66455078125,602.0,165.0,0.92724609375,307.0,163.5,0.92529296875,520.5,132.375,0.92138671875,395.25,135.0,0.9267578125,497.5,200.375,0.97509765625,405.75,202.125,0.9755859375,486.0,486.5,0.953125,426.5,491.25,0.95263671875,2
983.0,439.5,227.375,0.99853515625,417.75,156.25,0.95458984375,337.5,225.125,0.99951171875,443.25,163.5,0.017181396484375,241.875,336.5,0.84326171875,561.5,487.5,0.77685546875,311.0,554.0,0.8369140625,484.5,832.0,0.10052490234375,259.75,861.5,0.12347412109375,363.0,671.0,0.1480712890625,286.25,870.0,0.1361083984375,516.0,834.0,0.0155410766601562,365.0,845.0,0.0180511474609375,499.0,749.5,0.0061912536621093,332.75,744.0,0.0070953369140625,423.75,769.0,0.0044670104980468,304.75,795.5,0.0049057006835937,0
1057.0,554.0,244.5,0.95751953125,568.5,216.5,0.9736328125,536.5,229.625,0.67626953125,625.0,188.75,0.923828125,528.0,232.0,0.34033203125,685.0,312.5,0.88427734375,520.0,291.5,0.96875,694.5,453.5,0.7041015625,428.0,393.5,0.9111328125,612.0,490.5,0.77099609375,393.0,485.5,0.884765625,527.5,517.0,0.84033203125,440.0,469.5,0.89990234375,213.25,497.75,0.7890625,199.625,472.5,0.83154296875,106.5,422.75,0.70556640625,113.875,419.25,0.74072265625,2
107.0,292.0,264.5,0.9130859375,298.5,228.625,0.98193359375,283.0,244.0,0.275634765625,379.0,180.0,0.96240234375,352.0,199.0,0.1353759765625,426.75,318.0,0.89453125,542.5,154.625,0.8837890625,386.75,526.5,0.626953125,560.0,79.75,0.744140625,318.5,480.0,0.494140625,564.0,23.25,0.72509765625,820.5,454.0,0.59521484375,856.5,399.0,0.6689453125,910.0,470.5,0.2410888671875,924.0,433.0,0.305908203125,892.5,478.0,0.06231689453125,896.5,502.0,0.0831298828125,2
177.0,514.5,65.0,0.9794921875,525.5,50.375,0.9912109375,514.0,52.375,0.2919921875,563.0,53.125,0.98681640625,533.0,56.0625,0.2298583984375,597.5,123.25,0.9541015625,537.5,139.125,0.93408203125,682.0,185.0,0.9033203125,522.0,229.25,0.80029296875,625.0,259.5,0.88037109375,456.0,206.375,0.77685546875,598.0,307.5,0.6591796875,554.5,310.0,0.61279296875,594.5,327.0,0.09417724609375,552.5,326.5,0.076416015625,610.0,316.25,0.029205322265625,581.0,316.5,0.0257568359375,2
241.0,416.25,94.75,0.97900390625,426.75,83.375,0.986328125,412.5,84.125,0.57958984375,459.5,86.375,0.98779296875,428.0,89.0,0.097412109375,503.75,145.625,0.98828125,438.0,147.375,0.970703125,573.5,207.5,0.98583984375,429.5,210.25,0.92919921875,547.5,286.25,0.982421875,402.5,228.125,0.93603515625,496.75,313.5,0.9931640625,480.0,313.0,0.98974609375,421.5,422.5,0.9892578125,518.0,432.75,0.98291015625,446.5,546.5,0.9404296875,582.0,538.0,0.923828125,2
268.0,330.25,466.5,0.044769287109375,329.0,459.75,0.062103271484375,331.75,456.75,0.0130691528320312,331.5,460.5,0.8505859375,376.0,436.5,0.406005859375,334.5,516.0,0.82421875,426.5,461.25,0.908203125,317.0,554.0,0.43798828125,494.5,507.25,0.8046875,306.5,520.5,0.2340087890625,540.5,523.0,0.62646484375,446.75,622.0,0.76318359375,514.5,576.0,0.8369140625,507.5,594.5,0.5078125,616.5,567.5,0.64501953125,594.5,641.0,0.31689453125,690.0,605.0,0.40673828125,2
323.0,422.0,422.5,0.9052734375,381.5,380.25,0.91357421875,389.25,446.0,0.8046875,367.25,280.75,0.310302734375,333.25,424.5,0.26904296875,481.5,180.25,0.7900390625,516.0,412.75,0.7744140625,591.0,324.5,0.64404296875,599.5,581.0,0.56494140625,492.0,155.0,0.63916015625,370.0,532.0,0.62060546875,767.5,257.5,0.396484375,763.0,339.0,0.40185546875,632.0,527.5,0.195556640625,654.0,543.0,0.19189453125,555.0,471.25,0.05224609375,568.5,472.75,0.054107666015625,2
342.0,339.75,146.125,0.998046875,357.75,125.5,0.99609375,324.5,128.75,0.98828125,395.5,133.75,0.96240234375,315.75,142.375,0.50732421875,429.0,237.125,0.9814453125,294.0,245.375,0.95458984375,456.75,357.5,0.953125,245.0,351.0,0.8818359375,456.5,400.5,0.93212890625,214.25,235.25,0.89111328125,475.25,459.0,0.9765625,393.75,473.0,0.96728515625,633.5,490.5,0.98095703125,612.0,432.5,0.97607421875,737.5,667.0,0.94091796875,752.0,642.0,0.93701171875,2
347.0,221.625,367.0,0.1639404296875,215.75,341.75,0.054412841796875,189.875,368.25,0.1834716796875,230.5,311.0,0.0217437744140625,129.625,381.25,0.2015380859375,377.0,201.125,0.58740234375,124.0,332.0,0.374267578125,607.0,317.25,0.70751953125,296.0,457.5,0.6240234375,640.0,474.75,0.80712890625,511.0,447.0,0.81396484375,372.5,232.75,0.69091796875,226.0,323.5,0.6103515625,587.0,312.0,0.6142578125,354.75,456.0,0.61328125,642.0,450.0,0.392578125,576.0,485.75,0.384765625,2
351.0,517.0,263.0,0.5517578125,531.0,252.0,0.3896484375,504.75,248.75,0.53466796875,547.5,242.125,0.09771728515625,477.0,231.0,0.79248046875,539.5,287.75,0.9423828125,434.75,264.5,0.93115234375,563.0,349.5,0.81396484375,388.75,348.5,0.79296875,627.5,354.75,0.73828125,441.25,370.75,0.72607421875,496.0,391.5,0.80078125,416.75,386.75,0.783203125,602.0,386.5,0.4169921875,484.0,391.25,0.425048828125,503.75,434.5,0.1868896484375,464.75,434.5,0.1890869140625,2
352.0,593.0,169.75,0.9169921875,646.0,213.5,0.9501953125,621.0,161.75,0.49462890625,658.0,354.0,0.974609375,623.5,220.0,0.478515625,467.25,421.0,0.85009765625,427.75,278.5,0.5673828125,325.0,448.25,0.55078125,232.125,273.0,0.102294921875,123.75,460.25,0.5498046875,185.5,295.75,0.1453857421875,156.75,351.5,0.17919921875,125.25,257.5,0.091552734375,254.5,379.5,0.1390380859375,229.375,300.5,0.0701904296875,190.0,461.75,0.0726318359375,181.25,403.0,0.043365478515625,0
365.0,591.5,110.5,0.99853515625,621.5,89.25,0.99853515625,576.0,88.625,0.99462890625,680.5,103.625,0.990234375,561.5,98.5,0.42138671875,711.0,222.0,0.9716796875,564.5,228.0,0.97021484375,724.5,405.75,0.9169921875,578.0,382.0,0.87548828125,601.0,324.25,0.908203125,518.0,380.75,0.8603515625,712.5,567.0,0.80859375,590.0,565.0,0.80322265625,687.0,616.0,0.1251220703125,569.5,627.0,0.11279296875,688.5,586.0,0.0259552001953125,577.0,590.0,0.0246124267578125,1
373.0,534.0,45.0,0.0026016235351562,554.5,39.9375,0.0028553009033203,524.0,43.625,0.0020198822021484,593.5,34.75,0.00494384765625,512.5,77.1875,0.0065879821777343,697.5,12.5,0.1727294921875,462.25,16.5,0.115966796875,727.0,76.0625,0.6923828125,454.75,74.875,0.430419921875,530.5,70.9375,0.80908203125,671.5,113.4375,0.61474609375,677.5,127.4375,0.84375,535.0,131.375,0.81884765625,613.5,129.875,0.86181640625,415.5,79.25,0.82275390625,757.0,210.25,0.80908203125,742.0,212.75,0.78515625,1
